podpora			141.26370980302394
a			113.18874566566512
x			102.23049928582132
			98.39884411822348
mesiacov			89.06669336410715
pn			87.00775311644868
sn			85.07142857142857
g			82.9581538454181
zariadenia			77.270379196116
d			59.16258259284575
c			49.26244819253972
gb			40.986938349007325
mb			40.08333333333333
hd			40.08333333333333
bc			40.0
hs			40.0
pre			31.121800475384052
pracovník			27.031445934779338
na			26.91235451436673
v			26.61588870998151
technická			22.531168831168824
è			21.735693969131834
vıskumnı			20.97312868531895
s			19.559340572757474
vedecko			18.57667616721571
technickı			18.499447879502753
e			18.167829817913947
k			17.182123825830924
f			16.96190651453809
ibm			15.85614385614386
riadenie			14.613778765094553
servisná			14.114285714285717
system			14.004329004329005
update			13.342857142857147
b			13.339138737494672
p			12.637242829634134
software			12.547619047619047
licence			12.142857142857144
expansion			12.071428571428571
exp			12.0
unit			12.0
projektovı			11.54897723089188
od			10.504177959721435
obdobie			10.200283774196812
servera			10.0
rack			10.0
sluby			9.666666666666666
nbd			9.40035471774603
programátor			9.310897435897436
manaér			9.288783184011216
repair			8.78884159318942
on			8.2972027972028
site			8.2972027972028
ort			8.2972027972028
analytické			8.2249831715632
programátorské			8.101190476190476
rozvoja			8.0
architekt			7.996581196581197
inštalaèné			7.767857142857142
min			7.615912822809377
typu			7.342857142857144
is			6.775
za			6.760611117934321
analytik			6.621794871794872
práce			6.496108058608058
údrba			6.474756382845362
rozvoj			6.25
platformu			6.142857142857143
ess			6.125
ts			6.0606060606060606
developer			6.0
administratívne			5.966880341880342
tester			5.928754578754578
prevádzky			5.890153515439557
n			5.8149753419993315
konzultaèné			5.772869674185463
r			5.752747955369441
procesnı			5.75
do			5.719060582490711
h			5.534916837548416
školiace			5.434523809523809
špecialista			5.390598290598289
ap			5.25
u			5.08906027803161
tape			5.0606060606060606
o			5.029304029304031
systému			5.024146905725853
ultrium			5.0
drive			5.0
analızy			4.625
návrh			4.4223493897406945
advanced			4.070819397993311
príprava			4.0
bladecenter			4.0
chassis			4.0
yg			4.0
kd			4.0
st			4.0
rx			4.0
dm			4.0
nasp			4.0
poe			3.9819397993311036
snt			3.9277591973244155
k¾úèovı			3.880009125026037
t			3.872171945701357
funkènı			3.8461538461538463
prototyp			3.8461538461538463
poèas			3.695238095238095
con			3.6
prevádzka			3.536649298414003
warranty			3.4374581939799347
riadenia			3.367465867465867
po			3.2646825396825396
pri			3.2274225774225767
asistencia			3.205128205128205
pod¾a			3.1969696969696972
id			3.076923076923077
un			3.076923076923077
detailná			3.076923076923077
funkèná			3.076923076923077
špecifikácia			3.076923076923077
podpory			3.028571428571428
xx			3.0277591973244156
snímanie			3.0
ds			3.0
gk			3.0
diela			3.0
l			2.9707792207792205
rma			2.9458193979933114
extended			2.9458193979933114
je			2.8776296802612586
systémovı			2.860897435897436
testovanie			2.831349206349206
enterprise			2.799603174603174
zmluvy			2.7857142857142856
zariadení			2.7005126592744806
školení			2.696428571428571
kontrola			2.680161943319838
programovanie			2.6707866402607436
konzultant			2.641025641025641
rozsahu			2.633834586466165
bezpeènostnı			2.5952380952380953
dokumentácie			2.552631578947368
riešenia			2.5150375939849625
tp			2.4745868581546335
hw			2.4708428826075886
sw			2.4584551211789067
pomocou			2.456896551724138
so			2.4376294422850093
cg			2.4
essential			2.3735785953177273
riešenie			2.3619047619047615
realizácia			2.333333333333333
podpornıch			2.3243640417553464
support			2.3223493897406944
rs			2.310344827586207
koncept			2.307692307692308
rh			2.307692307692308
detekèné			2.285714285714285
trubièky			2.285714285714285
maintenance			2.2765151515151514
èlovekodeò			2.271794871794872
spojené			2.267857142857143
prípravou			2.267857142857143
školiacich			2.267857142857143
projektové			2.236111111111111
konfigurácia			2.236111111111111
administrátor			2.216666666666667
prípravu			2.2163461538461537
prenájom			2.2094292922327767
vıdavky			2.1829971550254967
vvp			2.180672268907563
licencií			2.1333333333333333
školite¾			2.125
funkcií			2.1094098883572556
dní			2.1
aplikaèného			2.0666666666666664
max			2.064285714285714
management			2.0606060606060606
disk			2.0606060606060606
projektovej			2.0526315789473686
switch			2.0425458599371646
hr			2.0344959388437647
m			2.0304896253172116
finanènı			2.0213373870755684
incidentov			2.0166666666666666
lux			2.0
ir			2.0
af			2.0
kancelárie			2.0
procesné			2.0
metodika			2.0
metodik			2.0
oblasti			2.0
modelovania			2.0
procesov			2.0
funkènıch			2.0
špecifikácií			2.0
vıvoj			2.0
fabasoft			2.0
liferay			2.0
